timestamp,hostname,aws region,event type,origin ids,origin type,user id,organization id,retention days,storage location,msp organization id,session id,session type,vpn profile,public ip,assigned ip,connected at,disconnection reason,os version,anyconnect version,asa syslog id,device id,machine id,public ipv6,assigned ipv6,security group tag,dap record name,dap connection type,failed reasons,log message,asa syslog severity,asa syslog class,asa syslog description
"2025-07-20 18:36:12","us-vpn-gw-1","us-west-2","CONNECTED","[184809043]","7","mallory","8236318","365","us","","1233","IKEv2","CiscoSecureAccessVPN","151.12.231.16","172.16.108.55","","","Mac OS X 14.6.1","5.1.0.91","ASA-3-113015","DEVICE-L-8796","","n/a","n/a","10","","","[]","Session connected successfully","4","WARNING","AAA-WARN"
"2025-07-31 12:35:30","apac-vpn-gw-1","sa-east-1","DISCONNECTED","[1075155186]","7","leo","8236318","365","us","","3047","IKEv2","CiscoSecureAccessVPN","49.249.164.254","172.16.135.212","2025-07-31T10:59:25Z","User Requested","Windows 10 22H2","5.1.0.91","ASA-4-113019","DEVICE-W-2691","","n/a","n/a","10","","","[]","Session disconnected","3","ERROR","AAA-ERROR"
"2025-08-16 19:15:14","us-vpn-gw-2","ap-southeast-1","FAILED","[188383585]","7","mehmet","8236318","365","us","","4179","TLS","CiscoSecureAccessVPN","82.32.225.191","192.168.58.82","","","Mac OS X 13.6","5.0.03120","ASA-4-113019","DEVICE-L-3164","","n/a","n/a","10","","","["AUTHORIZATION-CHECK"]","AAA Marking param1 server param2 as FAILED","4","WARNING","AAA-WARN"
"2025-07-26 15:28:02","latam-vpn-gw-1","eu-west-1","DISCONNECTED","[1436236886]","7","baran","8236318","365","us","","4161","TLS","CiscoSecureAccessVPN","72.216.150.39","10.10.235.246","2025-07-26T08:21:19Z","Admin Logout","Windows 11 23H2","5.1.2.42","ASA-5-109201","DEVICE-L-9940","","n/a","n/a","10","","","[]","Session disconnected","3","ERROR","AAA-ERROR"
"2025-08-10 12:25:57","hq-vpn-gw-2","eu-central-1","CONNECTED","[1024454736]","7","quinn","8236318","365","us","","5438","IKEv2","CiscoSecureAccessVPN","109.25.78.205","172.16.162.19","","","Windows 11 23H2","4.10.06079","ASA-6-113039","DEVICE-L-8836","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-08-18 00:50:12","apac-vpn-gw-1","eu-central-1","CONNECTED","[434216086]","7","mehmet","8236318","365","us","","5211","TLS","CiscoSecureAccessVPN","46.93.119.56","192.168.140.120","","","Ubuntu 22.04","5.0.03120","ASA-3-113015","DEVICE-L-9787","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-08-05 06:35:20","us-vpn-gw-1","us-east-1","CONNECTED","[1287754723]","7","trent","8236318","365","us","","8483","IKEv2","CiscoSecureAccessVPN","95.52.75.145","192.168.189.160","","","Mac OS X 13.6","5.0.03120","ASA-6-113039","DEVICE-L-9083","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-14 01:34:06","eu-vpn-gw-1","eu-west-1","DISCONNECTED","[705066989]","7","can","8236318","365","us","","4450","TLS","CiscoSecureAccessVPN","53.176.163.219","192.168.129.126","2025-08-13T18:47:39Z","Network Error","Ubuntu 22.04","5.1.2.42","ASA-5-109201","DEVICE-L-7939","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-08-02 21:47:00","eu-vpn-gw-2","eu-west-1","DISCONNECTED","[1798880368]","7","rick","8236318","365","us","","7315","TLS","CiscoSecureAccessVPN","84.130.40.157","192.168.66.104","2025-08-02T15:09:27Z","User Requested","Mac OS X 13.6","5.0.03120","ASA-4-113019","DEVICE-M-4598","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-29 11:32:15","hq-vpn-gw-2","eu-west-1","CONNECTED","[1985020392]","7","eve","8236318","365","us","","6859","TLS","CiscoSecureAccessVPN","103.130.236.63","10.10.30.7","","","Mac OS X 14.6.1","5.1.2.42","ASA-4-113019","DEVICE-L-4219","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-08 11:58:02","eu-vpn-gw-2","ap-southeast-1","FAILED","[1141145088]","7","victor","8236318","365","us","","5353","TLS","CiscoSecureAccessVPN","154.29.254.241","172.16.175.104","","","iOS 17.5","5.1.0.91","ASA-5-109201","DEVICE-W-5937","","n/a","n/a","10","","","["CERT-AUTH-CHECK"]","AAA Marking param1 server param2 as FAILED","4","WARNING","AAA-WARN"
"2025-07-26 16:44:53","hq-vpn-gw-1","us-west-2","CONNECTED","[1849119072]","7","xavier","8236318","365","us","","8600","TLS","CiscoSecureAccessVPN","193.183.52.99","172.16.19.46","","","Ubuntu 24.04","5.1.2.42","ASA-6-113039","DEVICE-M-7343","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-07-21 21:14:13","eu-vpn-gw-2","us-west-2","CONNECTED","[269726270]","7","alice","8236318","365","us","","5255","TLS","CiscoSecureAccessVPN","95.107.248.176","192.168.126.184","","","Windows 10 22H2","5.0.03120","ASA-3-113015","DEVICE-W-9044","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-07-25 04:54:44","hq-vpn-gw-2","us-west-2","FAILED","[1511487793]","7","ivan","8236318","365","us","","5730","IKEv2","CiscoSecureAccessVPN","37.214.55.129","10.10.64.6","","","Ubuntu 22.04","4.10.06079","ASA-5-109201","DEVICE-L-9768","","n/a","n/a","10","","","["CERT-AUTH-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-08-17 11:21:30","apac-vpn-gw-1","eu-central-1","DISCONNECTED","[1958871886]","7","quinn","8236318","365","us","","7516","TLS","CiscoSecureAccessVPN","130.225.182.179","10.10.156.170","2025-08-17T08:19:22Z","Re-authentication","Windows 11 23H2","5.1.2.42","ASA-3-113015","DEVICE-W-3693","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-07-31 23:15:05","hq-vpn-gw-1","ap-southeast-1","FAILED","[325880158]","7","yasmine","8236318","365","us","","9901","TLS","CiscoSecureAccessVPN","67.46.7.102","172.16.35.164","","","Ubuntu 24.04","5.0.03120","ASA-6-113039","DEVICE-M-2702","","n/a","n/a","10","","","["AUTHORIZATION-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-07-21 11:20:01","eu-vpn-gw-2","ap-southeast-1","DISCONNECTED","[1725010697]","7","elif","8236318","365","us","","1670","IKEv2","CiscoSecureAccessVPN","95.228.1.200","172.16.243.200","2025-07-21T05:43:03Z","Re-authentication","Ubuntu 24.04","4.10.06079","ASA-6-113039","DEVICE-W-9029","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-07-26 22:21:05","hq-vpn-gw-2","ap-northeast-1","FAILED","[616534566]","7","ayse","8236318","365","us","","1033","IKEv2","CiscoSecureAccessVPN","182.96.105.61","192.168.115.71","","","Mac OS X 13.6","4.10.06079","ASA-4-113019","DEVICE-L-9200","","n/a","n/a","10","","","["AUTHORIZATION-CHECK"]","AAA Marking param1 server param2 as FAILED","4","WARNING","AAA-WARN"
"2025-08-01 01:53:56","us-vpn-gw-2","ap-southeast-1","DISCONNECTED","[450058034]","7","victor","8236318","365","us","","9359","IKEv2","CiscoSecureAccessVPN","25.201.70.247","10.10.137.30","2025-07-31T23:36:25Z","User Requested","Mac OS X 14.6.1","5.0.05040","ASA-6-113039","DEVICE-W-4732","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-08-17 09:27:54","us-vpn-gw-2","ap-southeast-1","DISCONNECTED","[1687611880]","7","eve","8236318","365","us","","2320","TLS","CiscoSecureAccessVPN","11.27.10.128","172.16.57.167","2025-08-17T06:18:02Z","User Requested","Ubuntu 24.04","5.0.03120","ASA-3-113015","DEVICE-W-4731","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-29 10:09:30","us-vpn-gw-1","eu-central-1","FAILED","[435556774]","7","yasmine","8236318","365","us","","1598","IKEv2","CiscoSecureAccessVPN","116.181.23.162","10.10.193.12","","","Windows 10 22H2","5.0.05040","ASA-4-113019","DEVICE-L-3858","","n/a","n/a","10","","","["CERT-AUTH-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-08-08 20:19:39","latam-vpn-gw-1","us-west-2","FAILED","[963570449]","7","olivia","8236318","365","us","","2244","TLS","CiscoSecureAccessVPN","68.164.137.149","172.16.237.129","","","Mac OS X 13.6","5.1.0.91","ASA-3-113015","DEVICE-W-5401","","n/a","n/a","10","","","["CERT-AUTH-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-08-05 13:49:14","us-vpn-gw-2","ap-southeast-1","FAILED","[1972072917]","7","eve","8236318","365","us","","9524","IKEv2","CiscoSecureAccessVPN","162.20.59.207","192.168.248.105","","","Ubuntu 22.04","5.1.2.42","ASA-6-113039","DEVICE-W-4215","","n/a","n/a","10","","","["AUTHORIZATION-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-08-16 23:06:52","eu-vpn-gw-2","eu-central-1","CONNECTED","[1880768690]","7","zach","8236318","365","us","","1137","TLS","CiscoSecureAccessVPN","12.34.188.136","172.16.22.166","","","iOS 17.5","5.1.0.91","ASA-5-109201","DEVICE-L-9929","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-07-30 06:20:21","latam-vpn-gw-1","eu-west-1","CONNECTED","[1556441746]","7","enes","8236318","365","us","","6036","TLS","CiscoSecureAccessVPN","150.125.11.125","10.10.28.155","","","Ubuntu 24.04","5.1.2.42","ASA-5-109201","DEVICE-M-7063","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-18 01:06:07","eu-vpn-gw-2","ap-northeast-1","CONNECTED","[1770469218]","7","ursula","8236318","365","us","","4001","TLS","CiscoSecureAccessVPN","45.132.121.143","172.16.56.86","","","Android 14","5.0.05040","ASA-4-113019","DEVICE-L-2615","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-08-17 07:11:26","us-vpn-gw-2","us-east-1","DISCONNECTED","[702177807]","7","alice","8236318","365","us","","8370","IKEv2","CiscoSecureAccessVPN","24.88.237.61","172.16.30.24","2025-08-17T04:50:23Z","Network Error","Ubuntu 22.04","4.10.06079","ASA-4-113019","DEVICE-M-8798","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-29 00:21:05","latam-vpn-gw-1","ap-northeast-1","CONNECTED","[1863995037]","7","trent","8236318","365","us","","9038","IKEv2","CiscoSecureAccessVPN","41.66.222.227","172.16.182.184","","","Mac OS X 14.6.1","4.10.06079","ASA-4-113019","DEVICE-L-2421","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-08-02 17:58:43","apac-vpn-gw-1","ap-northeast-1","CONNECTED","[1883537211]","7","baran","8236318","365","us","","1431","IKEv2","CiscoSecureAccessVPN","61.209.238.137","10.10.130.206","","","Windows 11 23H2","5.0.05040","ASA-3-113015","DEVICE-W-9964","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-11 20:41:05","apac-vpn-gw-1","sa-east-1","DISCONNECTED","[732661502]","7","rick","8236318","365","us","","8840","IKEv2","CiscoSecureAccessVPN","109.185.202.172","192.168.104.31","2025-08-11T13:01:11Z","Idle Timeout","Windows 10 22H2","5.1.0.91","ASA-3-113015","DEVICE-L-7587","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-08-07 16:12:52","us-vpn-gw-1","eu-central-1","CONNECTED","[1407220874]","7","zach","8236318","365","us","","1166","TLS","CiscoSecureAccessVPN","172.238.230.68","172.16.171.111","","","Android 14","5.0.05040","ASA-4-113019","DEVICE-M-3921","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-08-16 12:25:57","apac-vpn-gw-1","sa-east-1","DISCONNECTED","[1558126886]","7","ursula","8236318","365","us","","3710","TLS","CiscoSecureAccessVPN","130.45.61.158","172.16.190.93","2025-08-16T07:34:41Z","Network Error","Ubuntu 24.04","5.1.0.91","ASA-4-113019","DEVICE-L-5558","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-22 22:14:49","apac-vpn-gw-1","us-east-1","DISCONNECTED","[1872289155]","7","zach","8236318","365","us","","5975","TLS","CiscoSecureAccessVPN","120.229.148.91","192.168.242.189","2025-07-22T22:01:31Z","Re-authentication","Android 14","5.0.05040","ASA-5-109201","DEVICE-W-7949","","n/a","n/a","10","","","[]","Session disconnected","3","ERROR","AAA-ERROR"
"2025-08-12 02:28:07","hq-vpn-gw-2","ap-southeast-1","FAILED","[141118726]","7","rick","8236318","365","us","","9422","IKEv2","CiscoSecureAccessVPN","173.192.144.218","172.16.79.232","","","Windows 10 22H2","5.1.0.91","ASA-4-113019","DEVICE-M-6866","","n/a","n/a","10","","","["AUTHORIZATION-CHECK"]","AAA Marking param1 server param2 as FAILED","3","ERROR","AAA-ERROR"
"2025-07-26 18:03:48","us-vpn-gw-1","eu-central-1","FAILED","[1321923882]","7","diana","8236318","365","us","","5835","IKEv2","CiscoSecureAccessVPN","72.84.114.207","172.16.197.142","","","Ubuntu 22.04","5.0.03120","ASA-5-109201","DEVICE-W-4441","","n/a","n/a","10","","","["CERT-AUTH-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-08-02 21:39:45","us-vpn-gw-2","us-east-1","DISCONNECTED","[1607572735]","7","baran","8236318","365","us","","2498","TLS","CiscoSecureAccessVPN","164.247.165.156","172.16.88.176","2025-08-02T15:06:47Z","Idle Timeout","Mac OS X 13.6","5.0.05040","ASA-6-113039","DEVICE-M-7447","","n/a","n/a","10","","","[]","Session disconnected","3","ERROR","AAA-ERROR"
"2025-07-27 10:26:38","eu-vpn-gw-1","ap-northeast-1","CONNECTED","[1711798320]","7","judy","8236318","365","us","","7317","TLS","CiscoSecureAccessVPN","202.82.98.254","172.16.38.103","","","Ubuntu 24.04","5.1.2.42","ASA-3-113015","DEVICE-L-3830","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-16 07:35:59","apac-vpn-gw-1","ap-northeast-1","CONNECTED","[1707262969]","7","olivia","8236318","365","us","","8907","IKEv2","CiscoSecureAccessVPN","21.48.13.36","192.168.54.7","","","Mac OS X 14.6.1","5.0.05040","ASA-6-113039","DEVICE-L-6415","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-18 20:26:24","hq-vpn-gw-1","us-west-2","DISCONNECTED","[466940018]","7","can","8236318","365","us","","3941","TLS","CiscoSecureAccessVPN","76.216.100.111","10.10.248.179","2025-08-18T19:13:48Z","Admin Logout","iOS 17.5","5.1.0.91","ASA-5-109201","DEVICE-W-6888","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-08-05 07:17:18","hq-vpn-gw-1","sa-east-1","DISCONNECTED","[1778288902]","7","karen","8236318","365","us","","9181","IKEv2","CiscoSecureAccessVPN","219.141.79.57","10.10.42.26","2025-08-05T03:27:00Z","Admin Logout","Ubuntu 24.04","5.0.03120","ASA-4-113019","DEVICE-W-4262","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-07-31 15:56:05","apac-vpn-gw-1","eu-central-1","DISCONNECTED","[181332610]","7","diana","8236318","365","us","","3312","TLS","CiscoSecureAccessVPN","208.37.80.221","192.168.141.164","2025-07-31T12:42:11Z","Re-authentication","Mac OS X 14.6.1","5.0.05040","ASA-6-113039","DEVICE-M-3398","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-30 22:39:28","us-vpn-gw-2","us-east-1","CONNECTED","[376725289]","7","peggy","8236318","365","us","","8948","IKEv2","CiscoSecureAccessVPN","86.109.121.215","172.16.41.108","","","Windows 10 22H2","5.0.03120","ASA-4-113019","DEVICE-W-4064","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-07-20 19:22:28","us-vpn-gw-2","eu-west-1","CONNECTED","[1606570878]","7","fatma","8236318","365","us","","2488","IKEv2","CiscoSecureAccessVPN","172.189.132.110","172.16.16.251","","","Ubuntu 24.04","5.0.03120","ASA-6-113039","DEVICE-M-5669","","n/a","n/a","10","","","[]","Session connected successfully","4","WARNING","AAA-WARN"
"2025-08-10 06:52:20","us-vpn-gw-2","ap-northeast-1","CONNECTED","[471061700]","7","wendy","8236318","365","us","","6050","IKEv2","CiscoSecureAccessVPN","222.205.77.153","192.168.11.68","","","iOS 17.5","5.1.0.91","ASA-6-113039","DEVICE-W-6837","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-02 20:22:40","eu-vpn-gw-1","sa-east-1","CONNECTED","[1449934352]","7","fatma","8236318","365","us","","9321","IKEv2","CiscoSecureAccessVPN","199.174.242.41","172.16.168.210","","","Ubuntu 24.04","5.1.0.91","ASA-3-113015","DEVICE-W-4571","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-05 13:25:02","us-vpn-gw-2","ap-northeast-1","DISCONNECTED","[1515430382]","7","berfin","8236318","365","us","","4085","IKEv2","CiscoSecureAccessVPN","206.198.177.76","10.10.175.176","2025-08-05T10:59:55Z","Admin Logout","Ubuntu 24.04","4.10.06079","ASA-6-113039","DEVICE-M-8580","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-28 01:00:15","eu-vpn-gw-1","us-west-2","CONNECTED","[979059322]","7","yasmine","8236318","365","us","","8894","TLS","CiscoSecureAccessVPN","19.127.78.165","192.168.150.4","","","Ubuntu 22.04","5.1.0.91","ASA-6-113039","DEVICE-M-3339","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-06 13:00:20","apac-vpn-gw-1","ap-southeast-1","CONNECTED","[950678405]","7","zach","8236318","365","us","","6399","TLS","CiscoSecureAccessVPN","194.54.123.76","192.168.153.97","","","iOS 17.5","5.0.03120","ASA-5-109201","DEVICE-W-3213","","n/a","n/a","10","","","[]","Session connected successfully","4","WARNING","AAA-WARN"
"2025-08-05 08:48:35","apac-vpn-gw-1","eu-central-1","FAILED","[1659101726]","7","elif","8236318","365","us","","6864","IKEv2","CiscoSecureAccessVPN","149.238.21.180","172.16.149.254","","","Mac OS X 13.6","5.1.0.91","ASA-5-109201","DEVICE-W-9948","","n/a","n/a","10","","","["AUTHORIZATION-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-08-15 06:51:09","us-vpn-gw-2","eu-central-1","DISCONNECTED","[1209379106]","7","selin","8236318","365","us","","7029","IKEv2","CiscoSecureAccessVPN","26.58.228.147","10.10.235.148","2025-08-15T01:53:21Z","Network Error","Mac OS X 13.6","4.10.06079","ASA-3-113015","DEVICE-M-8180","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-31 09:30:25","hq-vpn-gw-1","eu-west-1","CONNECTED","[1845476561]","7","victor","8236318","365","us","","5336","IKEv2","CiscoSecureAccessVPN","113.18.126.251","10.10.156.101","","","Mac OS X 14.6.1","5.0.03120","ASA-5-109201","DEVICE-M-9857","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-07-24 09:30:25","us-vpn-gw-1","eu-central-1","DISCONNECTED","[1864339425]","7","fatma","8236318","365","us","","5903","TLS","CiscoSecureAccessVPN","23.199.179.149","10.10.70.36","2025-07-24T06:24:25Z","Admin Logout","Android 14","4.10.06079","ASA-4-113019","DEVICE-W-7322","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-08-02 16:07:34","us-vpn-gw-2","us-east-1","DISCONNECTED","[1486366634]","7","alice","8236318","365","us","","4769","IKEv2","CiscoSecureAccessVPN","128.49.12.55","192.168.111.24","2025-08-02T11:32:43Z","Network Error","Ubuntu 24.04","5.0.03120","ASA-4-113019","DEVICE-W-3469","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-07-21 20:03:41","apac-vpn-gw-1","ap-southeast-1","CONNECTED","[1134517816]","7","can","8236318","365","us","","9314","TLS","CiscoSecureAccessVPN","190.51.22.147","192.168.238.58","","","Windows 11 23H2","5.1.0.91","ASA-4-113019","DEVICE-W-1834","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-08 12:06:29","hq-vpn-gw-1","ap-southeast-1","CONNECTED","[190264862]","7","mehmet","8236318","365","us","","1621","IKEv2","CiscoSecureAccessVPN","12.21.235.73","192.168.187.25","","","Windows 11 23H2","5.0.05040","ASA-4-113019","DEVICE-W-9412","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-03 18:01:58","apac-vpn-gw-1","ap-northeast-1","FAILED","[879097827]","7","eve","8236318","365","us","","5046","TLS","CiscoSecureAccessVPN","46.132.56.136","192.168.205.98","","","Ubuntu 22.04","5.0.03120","ASA-5-109201","DEVICE-L-9330","","n/a","n/a","10","","","["CERT-AUTH-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-07-31 05:35:18","us-vpn-gw-1","eu-west-1","CONNECTED","[749510154]","7","xavier","8236318","365","us","","3360","IKEv2","CiscoSecureAccessVPN","95.126.171.179","172.16.202.57","","","Android 14","4.10.06079","ASA-4-113019","DEVICE-W-5740","","n/a","n/a","10","","","[]","Session connected successfully","4","WARNING","AAA-WARN"
"2025-08-16 21:40:21","hq-vpn-gw-1","eu-west-1","DISCONNECTED","[222892172]","7","ursula","8236318","365","us","","5462","TLS","CiscoSecureAccessVPN","170.28.86.150","10.10.214.81","2025-08-16T16:57:55Z","Re-authentication","Windows 10 22H2","4.10.06079","ASA-4-113019","DEVICE-M-8645","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-08-14 14:08:37","us-vpn-gw-1","ap-southeast-1","DISCONNECTED","[217679988]","7","frank","8236318","365","us","","7304","IKEv2","CiscoSecureAccessVPN","154.76.156.146","172.16.29.49","2025-08-14T09:11:38Z","User Requested","iOS 17.5","5.1.0.91","ASA-5-109201","DEVICE-W-6505","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-29 12:20:33","apac-vpn-gw-1","us-west-2","FAILED","[504699942]","7","ahmet","8236318","365","us","","6259","TLS","CiscoSecureAccessVPN","187.98.71.39","10.10.58.20","","","Ubuntu 22.04","5.1.0.91","ASA-5-109201","DEVICE-L-2064","","n/a","n/a","10","","","["CERT-AUTH-CHECK"]","AAA Marking param1 server param2 as FAILED","5","INFORMATION","AAA-INFO"
"2025-07-30 10:33:54","latam-vpn-gw-1","us-east-1","CONNECTED","[632215509]","7","zach","8236318","365","us","","8111","TLS","CiscoSecureAccessVPN","170.130.203.41","10.10.230.58","","","Mac OS X 14.6.1","5.1.2.42","ASA-4-113019","DEVICE-W-4061","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-07-21 10:55:28","hq-vpn-gw-2","eu-central-1","CONNECTED","[421354446]","7","ayse","8236318","365","us","","3428","IKEv2","CiscoSecureAccessVPN","26.202.74.223","172.16.225.89","","","iOS 17.5","5.1.0.91","ASA-3-113015","DEVICE-L-8955","","n/a","n/a","10","","","[]","Session connected successfully","3","ERROR","AAA-ERROR"
"2025-08-01 23:05:40","us-vpn-gw-2","us-east-1","DISCONNECTED","[1150226379]","7","mert","8236318","365","us","","1946","TLS","CiscoSecureAccessVPN","33.35.137.138","10.10.69.200","2025-08-01T16:40:37Z","Idle Timeout","Windows 10 22H2","5.0.05040","ASA-4-113019","DEVICE-W-2744","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-31 02:05:58","latam-vpn-gw-1","eu-west-1","DISCONNECTED","[598522871]","7","ivan","8236318","365","us","","4857","TLS","CiscoSecureAccessVPN","216.85.46.109","172.16.43.14","2025-07-30T21:15:19Z","Network Error","Mac OS X 14.6.1","4.10.06079","ASA-6-113039","DEVICE-L-9043","","n/a","n/a","10","","","[]","Session disconnected","3","ERROR","AAA-ERROR"
"2025-08-07 12:02:03","latam-vpn-gw-1","us-east-1","DISCONNECTED","[900405903]","7","ned","8236318","365","us","","2191","TLS","CiscoSecureAccessVPN","73.185.127.78","192.168.158.30","2025-08-07T09:40:36Z","User Requested","Windows 10 22H2","5.0.03120","ASA-5-109201","DEVICE-L-8408","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-08-15 08:20:49","latam-vpn-gw-1","ap-northeast-1","DISCONNECTED","[1423119733]","7","enes","8236318","365","us","","6071","IKEv2","CiscoSecureAccessVPN","37.193.71.140","192.168.7.151","2025-08-15T07:47:20Z","Idle Timeout","Android 14","5.0.05040","ASA-3-113015","DEVICE-W-7666","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
"2025-07-29 21:18:02","us-vpn-gw-1","ap-northeast-1","DISCONNECTED","[1657416441]","7","ivan","8236318","365","us","","9656","TLS","CiscoSecureAccessVPN","55.27.80.246","192.168.21.119","2025-07-29T14:23:54Z","Idle Timeout","Windows 11 23H2","5.0.03120","ASA-6-113039","DEVICE-L-7387","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-08-11 06:45:40","hq-vpn-gw-1","us-east-1","CONNECTED","[389318467]","7","bob","8236318","365","us","","6124","IKEv2","CiscoSecureAccessVPN","220.139.22.137","10.10.87.10","","","Windows 11 23H2","5.0.05040","ASA-4-113019","DEVICE-L-8748","","n/a","n/a","10","","","[]","Session connected successfully","5","INFORMATION","AAA-INFO"
"2025-08-13 11:55:32","apac-vpn-gw-1","eu-central-1","DISCONNECTED","[664449810]","7","leo","8236318","365","us","","1645","IKEv2","CiscoSecureAccessVPN","18.254.28.139","10.10.141.119","2025-08-13T06:02:22Z","User Requested","Windows 10 22H2","5.1.0.91","ASA-3-113015","DEVICE-W-6716","","n/a","n/a","10","","","[]","Session disconnected","3","ERROR","AAA-ERROR"
"2025-08-10 14:07:10","us-vpn-gw-2","ap-northeast-1","DISCONNECTED","[471061700]","7","wendy","8236318","365","us","","6050","IKEv2","CiscoSecureAccessVPN","222.205.77.153","192.168.11.68","2025-08-10T06:52:20Z","User Requested","iOS 17.5","5.1.0.91","ASA-6-113039","DEVICE-W-6837","","n/a","n/a","10","","","[]","Session disconnected","4","WARNING","AAA-WARN"
"2025-07-28 13:14:22","apac-vpn-gw-1","eu-west-1","DISCONNECTED","[548271621]","7","ursula","8236318","365","us","","1513","TLS","CiscoSecureAccessVPN","113.181.159.140","192.168.98.239","2025-07-28T08:25:42Z","Admin Logout","Mac OS X 14.6.1","5.0.03120","ASA-4-113019","DEVICE-M-4881","","n/a","n/a","10","","","[]","Session disconnected","5","INFORMATION","AAA-INFO"
