2025-07-19 23:20:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=193.52.230.21; Destination=66.28.70.94; QNAME=vpn.eljcicax.xyz; QTYPE=A; RCODE=NOERROR
2025-07-21 20:21:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=195.149.184.163; Destination=60.32.230.70; QNAME=api.vnuksikutr.xyz; QTYPE=PTR; RCODE=NOERROR
2025-07-21 20:50:04 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=123.5.151.15; Destination=38.215.108.115; QNAME=assets.gkirivyw.org; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-21 20:51:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=14.121.228.226; Destination=43.14.45.172; QNAME=login.jvzxv.org; QTYPE=PTR; RCODE=NXDOMAIN
2025-07-21 20:52:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=184.246.105.131; Destination=76.251.255.39; QNAME=vpn.rgzvxix.xyz; QTYPE=SOA; RCODE=REFUSED
2025-07-21 20:53:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=223.104.144.8; Destination=108.161.101.10; QNAME=www.rnholfodme.org; QTYPE=AAAA; RCODE=NXDOMAIN
2025-07-21 20:57:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=182.149.36.200; Destination=15.152.84.230; QNAME=api.msdkiqfhz.net; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-21 21:14:55 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=129.19.132.180; Destination=112.104.88.185; QNAME=auth.lvgqmp.biz; QTYPE=PTR; RCODE=FORMERR
2025-07-21 21:17:21 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=78.17.196.141; Destination=25.132.147.30; QNAME=vpn.abvoryt.co; QTYPE=MX; RCODE=SERVFAIL
2025-07-21 21:28:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=105.171.16.135; Destination=67.163.183.18; QNAME=vpn.hcaqloz.co; QTYPE=SOA; RCODE=FORMERR
2025-07-21 22:04:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=77.231.225.146; Destination=193.200.178.51; QNAME=assets.cbbvb.dev; QTYPE=A; RCODE=NOERROR
2025-07-21 22:09:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=80.184.218.123; Destination=204.161.15.192; QNAME=portal.ubacx.io; QTYPE=MX; RCODE=NXDOMAIN
2025-07-21 22:13:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=212.18.72.155; Destination=199.187.39.91; QNAME=secure.esaaku.biz; QTYPE=NS; RCODE=SERVFAIL
2025-07-21 22:19:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=88.113.234.245; Destination=143.214.8.181; QNAME=updates.obolfbcqu.org; QTYPE=PTR; RCODE=REFUSED
2025-07-21 22:21:14 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=126.92.208.111; Destination=178.60.56.156; QNAME=status.ajfbtvflro.com; QTYPE=A; RCODE=FORMERR
2025-07-21 22:21:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=60.33.133.104; Destination=9.255.182.185; QNAME=mail.niubsjvsg.io; QTYPE=TXT; RCODE=FORMERR
2025-07-21 22:27:23 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=194.27.25.99; Destination=94.132.98.47; QNAME=auth.kvzjibcnul.com; QTYPE=MX; RCODE=SERVFAIL
2025-07-21 22:28:37 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=117.142.140.22; Destination=119.2.187.56; QNAME=portal.mqtpnorvxs.xyz; QTYPE=MX; RCODE=NXDOMAIN
2025-07-21 22:42:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=127.110.191.70; Destination=79.7.117.9; QNAME=auth.vlfbki.org; QTYPE=SRV; RCODE=REFUSED
2025-07-21 23:16:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=116.170.7.147; Destination=211.25.125.147; QNAME=secure.qzgpgyecqk.biz; QTYPE=MX; RCODE=NXDOMAIN
2025-07-21 23:18:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=15.187.252.73; Destination=169.19.184.1; QNAME=login.bgkncam.net; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-21 23:18:57 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=89.73.29.121; Destination=208.14.26.89; QNAME=cdn.usailxzo.co; QTYPE=MX; RCODE=FORMERR
2025-07-21 23:23:12 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=38.29.253.89; Destination=77.220.79.54; QNAME=repo.gzpuovckn.org; QTYPE=PTR; RCODE=REFUSED
2025-07-21 23:30:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=64.29.61.107; Destination=37.221.0.99; QNAME=api.iyblei.net; QTYPE=AAAA; RCODE=SERVFAIL
2025-07-21 23:36:33 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=114.113.230.250; Destination=110.12.46.201; QNAME=updates.rrmjftzfg.info; QTYPE=NS; RCODE=REFUSED
2025-07-21 23:39:48 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=131.44.237.146; Destination=69.133.249.73; QNAME=cdn.dsewus.xyz; QTYPE=SOA; RCODE=NOERROR
2025-07-21 23:53:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=178.190.41.215; Destination=149.94.116.234; QNAME=repo.gvpltxxh.info; QTYPE=CAA; RCODE=REFUSED
2025-07-22 00:06:55 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=32.236.2.233; Destination=158.8.34.64; QNAME=www.oycgxpdxzk.dev; QTYPE=NS; RCODE=FORMERR
2025-07-22 00:13:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=68.19.206.11; Destination=129.34.208.50; QNAME=www.wemvmqw.org; QTYPE=CAA; RCODE=FORMERR
2025-07-22 00:21:25 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=48.76.91.192; Destination=64.118.63.237; QNAME=vpn.wvlqy.net; QTYPE=CAA; RCODE=REFUSED
2025-07-22 00:21:47 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=193.141.242.7; Destination=70.73.79.184; QNAME=api.gmrue.biz; QTYPE=MX; RCODE=NXDOMAIN
2025-07-22 00:27:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=111.111.66.217; Destination=211.80.250.194; QNAME=portal.xdovlrifr.io; QTYPE=A; RCODE=FORMERR
2025-07-22 00:37:53 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=48.194.170.196; Destination=167.238.98.10; QNAME=portal.utnurt.com; QTYPE=SRV; RCODE=SERVFAIL
2025-07-22 00:40:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=173.75.171.243; Destination=122.90.32.113; QNAME=auth.qpleaqmz.com; QTYPE=AAAA; RCODE=NXDOMAIN
2025-07-22 00:40:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=113.78.217.172; Destination=219.244.241.70; QNAME=auth.uztyyb.io; QTYPE=A; RCODE=FORMERR
2025-07-22 00:53:20 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=223.33.43.218; Destination=126.159.78.225; QNAME=status.dktom.xyz; QTYPE=AAAA; RCODE=SERVFAIL
2025-07-22 01:01:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=187.59.243.161; Destination=210.73.62.34; QNAME=status.aygkq.io; QTYPE=TXT; RCODE=REFUSED
2025-07-22 01:04:17 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=8.197.168.133; Destination=40.239.244.181; QNAME=vpn.sjwljj.co; QTYPE=NS; RCODE=FORMERR
2025-07-22 01:10:20 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=159.111.96.57; Destination=92.210.3.0; QNAME=login.pcvmnezuxh.org; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-22 01:18:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=180.46.26.170; Destination=118.240.16.107; QNAME=repo.bmixyiqol.xyz; QTYPE=MX; RCODE=NXDOMAIN
2025-07-22 01:21:53 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=203.17.235.96; Destination=98.240.93.187; QNAME=api.ybvuad.xyz; QTYPE=MX; RCODE=REFUSED
2025-07-22 01:25:57 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=100.101.111.236; Destination=147.129.200.169; QNAME=updates.tlsogxuk.co; QTYPE=PTR; RCODE=NOERROR
2025-07-22 01:31:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=165.33.49.162; Destination=173.72.159.212; QNAME=assets.lybolyfd.org; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-22 01:46:31 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=48.126.95.122; Destination=168.214.155.208; QNAME=api.vltsc.com; QTYPE=NS; RCODE=SERVFAIL
2025-07-22 02:06:37 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=13.154.42.205; Destination=142.8.132.65; QNAME=login.aansln.co; QTYPE=MX; RCODE=NOERROR
2025-07-22 02:15:42 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=182.67.181.223; Destination=158.244.123.196; QNAME=cdn.vtdzx.dev; QTYPE=SRV; RCODE=SERVFAIL
2025-07-22 02:22:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=130.59.75.217; Destination=156.241.145.120; QNAME=portal.aikinbfygf.info; QTYPE=TXT; RCODE=REFUSED
2025-07-22 02:27:59 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=126.44.151.56; Destination=86.130.231.70; QNAME=www.kaxol.xyz; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-22 02:30:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=50.164.166.148; Destination=95.151.164.86; QNAME=login.peyir.io; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-22 02:31:22 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=183.222.150.26; Destination=173.80.135.167; QNAME=secure.bqivquux.biz; QTYPE=PTR; RCODE=NXDOMAIN
2025-07-22 02:33:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=155.192.211.38; Destination=117.191.107.208; QNAME=assets.tjqbafb.biz; QTYPE=CAA; RCODE=FORMERR
2025-07-22 03:02:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=189.45.147.215; Destination=105.10.12.236; QNAME=cdn.oamqowf.net; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-22 03:03:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=127.56.104.34; Destination=27.53.28.113; QNAME=api.kgvocaffi.co; QTYPE=PTR; RCODE=NOERROR
2025-07-22 03:03:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=82.235.44.232; Destination=102.202.8.222; QNAME=cdn.tdxkkrht.biz; QTYPE=AAAA; RCODE=FORMERR
2025-07-22 03:09:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=101.157.209.136; Destination=24.235.40.187; QNAME=auth.lhxnhrirpa.net; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-22 03:29:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=139.84.241.76; Destination=159.71.25.97; QNAME=assets.jywexmt.biz; QTYPE=A; RCODE=FORMERR
2025-07-22 03:40:12 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=146.115.187.14; Destination=81.252.45.204; QNAME=assets.zqkcmpivh.org; QTYPE=SRV; RCODE=SERVFAIL
2025-07-22 03:41:23 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=104.30.60.4; Destination=177.176.3.18; QNAME=vpn.yjdes.net; QTYPE=AAAA; RCODE=NXDOMAIN
2025-07-22 03:58:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=211.59.226.74; Destination=8.188.100.181; QNAME=mail.iedubf.com; QTYPE=PTR; RCODE=NXDOMAIN
2025-07-22 04:04:41 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=86.38.242.107; Destination=28.210.244.141; QNAME=vpn.zpqrn.xyz; QTYPE=TXT; RCODE=NOERROR
2025-07-22 04:17:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=16.154.21.34; Destination=19.74.100.13; QNAME=assets.rholqr.com; QTYPE=MX; RCODE=FORMERR
2025-07-22 04:22:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=56.242.130.100; Destination=89.140.122.42; QNAME=assets.cjznv.co; QTYPE=MX; RCODE=NXDOMAIN
2025-07-22 04:28:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=116.138.56.139; Destination=96.214.102.158; QNAME=secure.fhotphz.info; QTYPE=A; RCODE=NXDOMAIN
2025-07-22 04:33:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=92.240.70.25; Destination=63.117.127.61; QNAME=mail.msbwli.co; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-22 04:37:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=48.5.119.184; Destination=118.27.187.19; QNAME=vpn.laasib.com; QTYPE=AAAA; RCODE=NXDOMAIN
2025-07-22 04:41:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=15.7.121.129; Destination=24.232.117.209; QNAME=updates.viscg.com; QTYPE=MX; RCODE=SERVFAIL
2025-07-22 04:42:13 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=119.147.227.95; Destination=199.171.18.216; QNAME=cdn.umkyhxwss.xyz; QTYPE=NS; RCODE=NOERROR
2025-07-22 04:59:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=194.135.223.38; Destination=79.148.9.200; QNAME=secure.cnuaj.info; QTYPE=CAA; RCODE=NOERROR
2025-07-22 05:00:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=38.42.48.225; Destination=108.13.66.79; QNAME=cdn.emsgdmul.io; QTYPE=CAA; RCODE=NOERROR
2025-07-22 05:16:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=189.140.78.129; Destination=100.222.2.99; QNAME=portal.hewlplu.info; QTYPE=AAAA; RCODE=NXDOMAIN
2025-07-22 05:17:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=117.177.18.157; Destination=173.114.212.137; QNAME=api.wexlkx.info; QTYPE=SOA; RCODE=FORMERR
2025-07-22 05:21:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=77.104.212.130; Destination=42.142.126.41; QNAME=www.igelwqucys.org; QTYPE=SRV; RCODE=REFUSED
2025-07-22 05:41:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=56.252.202.31; Destination=191.133.212.192; QNAME=cdn.mvryawp.biz; QTYPE=PTR; RCODE=NOERROR
2025-07-22 05:45:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=80.29.250.220; Destination=40.154.147.68; QNAME=repo.hfakh.xyz; QTYPE=NS; RCODE=REFUSED
2025-07-22 05:47:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=106.12.78.229; Destination=8.66.150.80; QNAME=updates.stjrzw.info; QTYPE=SRV; RCODE=NOERROR
2025-07-22 05:56:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=93.154.219.221; Destination=166.28.20.254; QNAME=www.qnabtanp.dev; QTYPE=MX; RCODE=REFUSED
2025-07-22 06:05:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=72.26.151.131; Destination=33.82.185.158; QNAME=repo.yzxwooejc.dev; QTYPE=SOA; RCODE=NXDOMAIN
2025-07-22 06:11:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=52.166.170.124; Destination=200.190.46.231; QNAME=portal.bvaoojx.net; QTYPE=SRV; RCODE=FORMERR
2025-07-22 06:14:00 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=27.98.254.165; Destination=81.156.98.67; QNAME=status.vwklipcfw.net; QTYPE=MX; RCODE=FORMERR
2025-07-22 06:14:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=139.152.7.243; Destination=163.196.251.198; QNAME=auth.wfyhdsim.net; QTYPE=SRV; RCODE=FORMERR
2025-07-22 06:16:39 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=71.175.158.4; Destination=12.150.164.106; QNAME=repo.wxmiodx.com; QTYPE=A; RCODE=NXDOMAIN
2025-07-22 06:17:06 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=81.225.112.88; Destination=212.43.39.83; QNAME=assets.hfamb.net; QTYPE=PTR; RCODE=REFUSED
2025-07-22 06:19:03 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=194.208.221.113; Destination=132.19.240.165; QNAME=www.ogdznjudy.dev; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-22 06:21:49 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=39.36.124.197; Destination=115.58.26.115; QNAME=mail.rgsoiw.org; QTYPE=NS; RCODE=NXDOMAIN
2025-07-22 06:43:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=206.104.140.153; Destination=112.205.98.227; QNAME=secure.tqpocizgzs.xyz; QTYPE=A; RCODE=NXDOMAIN
2025-07-22 06:46:13 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=106.24.249.40; Destination=116.128.114.41; QNAME=login.qrjcucpfja.dev; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-22 07:21:55 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=132.184.160.114; Destination=177.34.135.127; QNAME=www.jrjcpekv.xyz; QTYPE=A; RCODE=SERVFAIL
2025-07-22 07:44:50 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=199.162.86.207; Destination=151.240.152.76; QNAME=cdn.knvctifv.net; QTYPE=PTR; RCODE=NOERROR
2025-07-22 07:50:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=87.21.131.117; Destination=81.239.76.172; QNAME=cdn.okyyviyphv.net; QTYPE=CAA; RCODE=NOERROR
2025-07-22 07:51:40 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=204.180.129.147; Destination=197.10.83.157; QNAME=vpn.peuystct.net; QTYPE=CAA; RCODE=NOERROR
2025-07-22 07:58:31 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=50.43.11.138; Destination=56.157.230.168; QNAME=vpn.ueqgy.co; QTYPE=NS; RCODE=NXDOMAIN
2025-07-22 07:59:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=121.11.12.196; Destination=40.124.176.82; QNAME=cdn.blekqa.io; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-22 08:01:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=15.182.51.252; Destination=137.168.27.78; QNAME=auth.ondkoq.com; QTYPE=SRV; RCODE=SERVFAIL
2025-07-22 08:14:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=145.154.66.80; Destination=39.100.219.126; QNAME=portal.vuzsp.co; QTYPE=MX; RCODE=SERVFAIL
2025-07-22 08:17:48 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=53.114.57.171; Destination=23.96.95.111; QNAME=secure.gpfor.net; QTYPE=TXT; RCODE=NOERROR
2025-07-22 08:23:30 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=111.43.173.135; Destination=120.207.58.4; QNAME=vpn.bzckwdne.org; QTYPE=CAA; RCODE=REFUSED
2025-07-22 08:41:44 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=52.14.254.75; Destination=8.169.164.149; QNAME=assets.aetqhach.info; QTYPE=NS; RCODE=FORMERR
2025-07-22 08:49:37 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=135.96.100.17; Destination=106.35.208.18; QNAME=status.nkyyz.net; QTYPE=SOA; RCODE=SERVFAIL
2025-07-22 08:53:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=213.15.226.81; Destination=14.30.4.12; QNAME=vpn.fmpknjg.co; QTYPE=TXT; RCODE=REFUSED
2025-07-22 08:54:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=149.52.152.13; Destination=127.64.16.71; QNAME=updates.cudabb.xyz; QTYPE=PTR; RCODE=NOERROR
2025-07-22 08:58:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=149.131.82.201; Destination=106.10.20.162; QNAME=assets.xputvrshr.xyz; QTYPE=A; RCODE=FORMERR
2025-07-22 09:01:08 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=53.233.203.213; Destination=223.55.2.165; QNAME=login.fmvksb.biz; QTYPE=AAAA; RCODE=NOERROR
2025-07-22 09:50:19 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=60.13.55.49; Destination=35.27.103.113; QNAME=repo.jmuagpk.org; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-22 09:56:06 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=121.27.162.109; Destination=182.111.14.126; QNAME=auth.pqknshcr.biz; QTYPE=A; RCODE=SERVFAIL
2025-07-22 09:56:38 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=80.32.25.210; Destination=109.88.223.0; QNAME=vpn.hcvrz.net; QTYPE=MX; RCODE=REFUSED
2025-07-22 10:19:24 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=128.197.66.188; Destination=18.238.221.109; QNAME=vpn.qmnqkzhd.info; QTYPE=SRV; RCODE=REFUSED
2025-07-22 10:25:28 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=49.252.204.133; Destination=82.137.241.145; QNAME=www.utmjvbthzt.io; QTYPE=A; RCODE=SERVFAIL
2025-07-22 10:28:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=219.219.235.63; Destination=203.120.204.223; QNAME=auth.zkqtneilbl.xyz; QTYPE=PTR; RCODE=NXDOMAIN
2025-07-22 10:34:10 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=87.72.183.13; Destination=198.106.239.201; QNAME=login.umdddquk.info; QTYPE=NS; RCODE=FORMERR
2025-07-22 10:41:23 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=71.126.5.123; Destination=184.15.252.39; QNAME=auth.gwigp.biz; QTYPE=TXT; RCODE=NOERROR
2025-07-22 10:47:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=42.117.42.143; Destination=116.51.113.21; QNAME=cdn.uylmzolp.xyz; QTYPE=MX; RCODE=REFUSED
2025-07-22 10:49:16 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=55.86.80.240; Destination=75.126.165.48; QNAME=status.tjlbf.net; QTYPE=TXT; RCODE=NXDOMAIN
2025-07-22 10:53:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=128.201.83.126; Destination=93.192.237.30; QNAME=www.ofplnp.io; QTYPE=A; RCODE=SERVFAIL
2025-07-22 10:57:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=174.30.239.232; Destination=121.13.24.50; QNAME=status.xkzkear.org; QTYPE=SOA; RCODE=SERVFAIL
2025-07-22 11:06:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=119.19.123.246; Destination=215.174.233.225; QNAME=www.agcjfsp.biz; QTYPE=A; RCODE=NXDOMAIN
2025-07-22 11:10:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=21.227.158.43; Destination=71.23.80.48; QNAME=secure.vbwcz.info; QTYPE=A; RCODE=REFUSED
2025-07-22 11:41:07 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=184.135.1.109; Destination=17.154.17.65; QNAME=portal.emgzkwdn.dev; QTYPE=A; RCODE=REFUSED
2025-07-22 11:52:55 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=200.127.177.76; Destination=99.114.152.93; QNAME=status.mvbhtdx.biz; QTYPE=AAAA; RCODE=SERVFAIL
2025-07-22 11:56:52 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=147.148.254.167; Destination=29.100.205.251; QNAME=auth.bullfvnbo.xyz; QTYPE=NS; RCODE=NXDOMAIN
2025-07-22 12:11:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=91.171.11.9; Destination=140.158.112.147; QNAME=www.kvlzs.io; QTYPE=MX; RCODE=NOERROR
2025-07-22 12:12:45 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=168.48.122.41; Destination=84.188.114.99; QNAME=cdn.aeocgmlya.net; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-22 12:15:27 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=143.160.129.196; Destination=58.48.32.65; QNAME=www.nufeeqd.com; QTYPE=A; RCODE=REFUSED
2025-07-22 12:18:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=217.55.111.233; Destination=35.69.12.98; QNAME=assets.uycxmwt.org; QTYPE=TXT; RCODE=REFUSED
2025-07-22 12:18:18 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=79.97.145.251; Destination=144.116.106.48; QNAME=secure.gkauuwawsz.co; QTYPE=TXT; RCODE=FORMERR
2025-07-22 12:23:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=166.173.219.184; Destination=43.15.241.156; QNAME=portal.dvjwl.com; QTYPE=SOA; RCODE=SERVFAIL
2025-07-22 12:35:11 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=16.222.22.108; Destination=186.168.243.155; QNAME=vpn.wqdmnzfjx.com; QTYPE=AAAA; RCODE=FORMERR
2025-07-22 12:35:58 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=152.154.33.17; Destination=184.252.139.246; QNAME=www.aojfvwyfxz.co; QTYPE=AAAA; RCODE=FORMERR
2025-07-22 12:42:29 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=53.126.220.193; Destination=62.196.233.248; QNAME=updates.zdzjrqzr.net; QTYPE=SOA; RCODE=REFUSED
2025-07-22 12:44:35 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=218.29.45.53; Destination=43.109.143.207; QNAME=repo.qmtdg.io; QTYPE=AAAA; RCODE=NOERROR
2025-07-22 12:49:41 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=86.1.122.141; Destination=44.106.213.160; QNAME=assets.vtxhjfs.org; QTYPE=SRV; RCODE=NXDOMAIN
2025-07-22 12:51:26 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=57.175.60.32; Destination=95.96.183.216; QNAME=assets.ncptl.biz; QTYPE=SRV; RCODE=FORMERR
2025-07-22 12:57:36 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=143.228.88.90; Destination=208.10.115.190; QNAME=updates.iaixbp.info; QTYPE=SRV; RCODE=SERVFAIL
2025-07-22 12:58:05 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=165.49.194.61; Destination=178.16.7.125; QNAME=mail.wugkuejr.com; QTYPE=AAAA; RCODE=NXDOMAIN
2025-07-22 13:14:46 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=106.94.57.160; Destination=213.14.191.201; QNAME=portal.skdae.xyz; QTYPE=SOA; RCODE=NXDOMAIN
2025-07-22 13:23:55 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=79.196.191.144; Destination=178.85.163.231; QNAME=login.ngrbileuj.dev; QTYPE=CAA; RCODE=SERVFAIL
2025-07-22 13:34:56 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=45.51.201.243; Destination=195.90.144.205; QNAME=portal.hrowqhk.co; QTYPE=CAA; RCODE=NOERROR
2025-07-22 13:44:55 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=215.247.122.199; Destination=140.200.58.234; QNAME=login.ddmhhds.io; QTYPE=SOA; RCODE=FORMERR
2025-07-22 13:56:09 | EventID=257 | RESPONSE | TCP=0; InterfaceIP=130.154.124.246; Destination=202.219.44.226; QNAME=mail.skkvxpacps.io; QTYPE=TXT; RCODE=FORMERR
