# Timestamp|LogType|Server/Origin|Protocol|Source|Destination|Action|Rule/FQDN|BytesSent|BytesRecv|User/TrafficSource|Auth/Country|Policy
2025-07-26 15:23:00|TMG|SRV-DB16|UDP|10.63.179.217:4500|193.212.183.119:53|DENY|UDP-BLOCK-454|6258|4639|admin9|AUTH|CRITICAL
2025-08-01 16:59:16|TMG|SRV-DB19|ICMP|10.154.0.243|170.255.217.87|DENY|ICMP-BLOCK-808|2642|744|admin14|AUTH|LOW
2025-08-07 23:09:10|TMG|SRV-APP2|UDP|10.141.238.83:1194|69.68.27.36:161|ALLOW|ALLOW-6222|2582|4925|guest6089|ANON|MEDIUM
2025-08-08 21:06:09|TMG|SRV-WEB5|TCP|10.51.78.146:3389|117.110.141.23:80|ALLOW|ALLOW-8557|3535|2912|guest8369|ANON|MEDIUM
2025-07-29 05:42:18|TMG|SRV-APP5|TCP|10.32.155.74:8080|201.104.87.204:3389|DENY|TCP-BLOCK-908|384|881|admin13|KERBEROS|LOW
2025-07-20 16:36:20|TMG|SRV-WEB11|ICMP|10.151.24.60|83.153.71.148|ALLOW|ICMP-ACCESS-507|6551|569|guest9241|ANON|HIGH
2025-08-06 03:03:16|TMG|SRV-DB1|UDP|172.31.220.37:1194|172.22.71.194:1194|DENY|UDP-BLOCK-552|629|4870|admin14|AUTH|LOW
2025-08-12 06:15:41|TMG|SRV-APP11|TCP|10.143.140.81:22|172.18.220.142:3389|ALLOW|TCP-ACCESS-182|469|2203|guest5872|ANON|MEDIUM
2025-08-12 05:16:14|TMG|SRV-APP11|ICMP|10.211.1.124|21.4.126.74|DENY|ICMP-BLOCK-737|6473|317|guest1227|ANON|HIGH
2025-08-07 19:54:58|TMG|SRV-WEB14|ICMP|172.19.238.89|172.31.56.50|ALLOW|ALLOW-5630|2575|4289|guest3078|ANON|LOW
2025-08-09 23:55:34|TMG|SRV-DC13|ICMP|192.168.139.71|143.201.34.108|DENY|ICMP-BLOCK-301|9240|151|svc-db9|NTLM|CRITICAL
2025-07-28 23:40:44|TMG|SRV-DC9|ICMP|10.196.128.248|153.28.236.177|DENY|ICMP-BLOCK-368|5650|3084|admin15|AUTH|HIGH
2025-07-22 05:08:49|TMG|SRV-DC2|ICMP|10.124.54.185|216.50.199.90|DENY|ICMP-BLOCK-257|3444|2220|DOMAIN\user78|NTLM|MEDIUM
2025-08-18 06:41:18|TMG|SRV-APP2|ICMP|192.168.125.148|85.64.179.198|ALLOW|ICMP-ACCESS-493|7401|3519|DOMAIN\user47|AUTH|HIGH
2025-07-22 05:48:07|TMG|SRV-APP14|TCP|192.168.236.10:8443|113.19.239.138:22|DENY|TCP-BLOCK-797|1475|2981|DOMAIN\user79|KERBEROS|LOW
2025-07-29 17:47:09|TMG|SRV-DB8|UDP|172.29.96.91:3478|26.213.155.10:1194|DENY|UDP-BLOCK-548|7873|2507|admin5|KERBEROS|LOW
2025-08-14 23:10:54|TMG|SRV-DB5|UDP|192.168.115.25:3478|186.155.237.37:53|DENY|UDP-BLOCK-295|3290|2343|svc-db9|AUTH|HIGH
2025-08-03 06:56:06|TMG|SRV-APP6|ICMP|172.21.80.148|47.150.91.7|ALLOW|ALLOW-1251|4836|2908|svc-web11|AUTH|CRITICAL
2025-08-11 00:18:22|TMG|SRV-DB5|ICMP|10.169.15.208|232.121.129.63|DENY|ICMP-BLOCK-757|8482|3668|admin16|AUTH|LOW
2025-08-16 15:21:57|TMG|SRV-DC19|ICMP|10.236.25.58|48.10.252.177|ALLOW|ALLOW-8267|8210|1084|svc-db6|KERBEROS|HIGH
2025-08-11 06:39:58|TMG|SRV-WEB14|TCP|172.22.239.56:22|49.35.146.70:443|DENY|TCP-BLOCK-804|3574|14|admin17|AUTH|LOW
2025-08-15 10:58:28|TMG|SRV-APP5|TCP|10.178.186.116:443|34.108.105.227:8080|DENY|TCP-BLOCK-669|6008|2889|admin2|AUTH|MEDIUM
2025-08-10 09:40:15|TMG|SRV-APP5|UDP|10.212.144.237:3478|17.201.218.94:3478|ALLOW|ALLOW-8081|7729|3903|guest3333|ANON|CRITICAL
2025-08-04 15:56:14|TMG|SRV-DB6|UDP|192.168.30.194:500|25.30.240.109:500|DENY|UDP-BLOCK-801|5146|4385|admin9|NTLM|HIGH
2025-08-13 18:05:07|TMG|SRV-DB7|TCP|192.168.194.21:8443|150.209.44.77:80|ALLOW|ALLOW-9139|1994|742|DOMAIN\user38|AUTH|MEDIUM
2025-08-08 09:24:57|TMG|SRV-DC17|UDP|172.29.73.103:123|133.23.184.233:1194|ALLOW|UDP-ACCESS-568|9321|587|admin6|NTLM|HIGH
2025-08-03 17:47:33|TMG|SRV-DC15|TCP|172.29.236.3:8443|50.35.171.66:443|DENY|TCP-BLOCK-197|9863|2220|admin17|KERBEROS|MEDIUM
2025-08-12 13:06:35|TMG|SRV-DC11|TCP|192.168.113.222:8080|192.168.173.39:8080|DENY|TCP-BLOCK-354|5329|97|svc-db10|NTLM|CRITICAL
2025-07-23 10:28:05|TMG|SRV-APP14|TCP|172.23.189.138:8080|65.53.182.100:8080|ALLOW|TCP-ACCESS-384|2111|1517|svc-db13|AUTH|LOW
2025-08-05 12:09:39|TMG|SRV-DC9|UDP|192.168.171.250:1194|160.2.176.101:53|ALLOW|UDP-ACCESS-267|308|2139|svc-db2|KERBEROS|HIGH
2025-07-22 20:14:35|TMG|SRV-DC10|TCP|192.168.72.214:80|143.168.249.241:8080|DENY|TCP-BLOCK-669|588|3201|admin13|NTLM|LOW
2025-08-17 23:23:59|TMG|SRV-DB16|UDP|192.168.8.40:3478|177.136.3.50:3478|ALLOW|UDP-ACCESS-974|1587|403|svc-app15|AUTH|MEDIUM
2025-08-12 09:31:48|TMG|SRV-APP1|TCP|172.19.170.60:8080|116.199.157.192:22|DENY|TCP-BLOCK-770|4962|404|DOMAIN\user53|KERBEROS|CRITICAL
2025-08-05 10:37:46|TMG|SRV-APP20|ICMP|192.168.216.14|192.168.192.121|DENY|ICMP-BLOCK-401|2708|1183|svc-app7|KERBEROS|MEDIUM
2025-07-30 14:41:44|TMG|SRV-WEB11|ICMP|172.29.41.166|67.30.117.38|DENY|ICMP-BLOCK-535|6853|3644|guest6642|ANON|LOW
2025-07-20 12:35:22|TMG|SRV-DC16|TCP|172.30.85.91:8080|152.158.131.70:3389|ALLOW|TCP-ACCESS-446|3985|2517|admin17|AUTH|HIGH
2025-08-05 14:22:47|TMG|SRV-DB1|TCP|192.168.28.121:80|132.19.11.81:3389|ALLOW|ALLOW-3379|9645|177|guest1962|ANON|MEDIUM
2025-07-29 10:35:15|TMG|SRV-DC20|ICMP|10.248.69.134|57.159.69.111|ALLOW|ICMP-ACCESS-957|6096|2010|DOMAIN\user39|AUTH|HIGH
2025-08-15 13:01:24|TMG|SRV-WEB20|UDP|192.168.98.137:3478|208.149.13.171:4500|DENY|UDP-BLOCK-715|5079|3893|guest3238|ANON|CRITICAL
2025-07-23 23:54:28|TMG|SRV-DB17|ICMP|192.168.253.140|172.28.49.177|ALLOW|ALLOW-6498|3324|623|svc-db13|KERBEROS|MEDIUM
2025-07-23 14:30:27|TMG|SRV-DC20|UDP|10.43.255.53:4500|192.168.25.193:4500|DENY|UDP-BLOCK-145|3002|1|DOMAIN\user17|AUTH|HIGH
2025-07-22 03:05:05|TMG|SRV-APP18|ICMP|192.168.71.44|72.110.240.187|DENY|ICMP-BLOCK-913|2239|4002|admin15|AUTH|HIGH
2025-08-12 11:56:22|TMG|SRV-WEB13|UDP|172.16.219.223:3478|48.40.138.251:53|DENY|UDP-BLOCK-711|4427|73|guest8740|ANON|LOW
2025-08-16 15:30:49|TMG|SRV-DB12|ICMP|172.25.205.154|117.80.7.39|ALLOW|ALLOW-7650|722|212|svc-app2|KERBEROS|CRITICAL
2025-08-13 09:13:20|TMG|SRV-DC14|UDP|172.31.164.236:1194|102.239.129.198:500|DENY|UDP-BLOCK-578|7546|2425|admin16|NTLM|HIGH
2025-08-17 16:57:35|TMG|SRV-DB11|TCP|192.168.234.153:443|149.141.191.24:8080|ALLOW|ALLOW-7835|3569|1794|guest7845|ANON|HIGH
2025-08-09 10:36:26|TMG|SRV-DC1|ICMP|10.200.121.203|10.103.173.135|DENY|ICMP-BLOCK-632|2476|3359|svc-app6|KERBEROS|LOW
2025-07-27 03:40:16|TMG|SRV-APP2|ICMP|172.22.254.228|157.75.220.8|DENY|ICMP-BLOCK-357|2859|3437|guest4585|ANON|MEDIUM
2025-08-08 10:51:05|TMG|SRV-DC3|UDP|192.168.74.94:1194|11.61.65.163:3478|DENY|UDP-BLOCK-994|7332|1138|DOMAIN\user14|NTLM|MEDIUM
2025-08-04 18:47:50|TMG|SRV-DC2|TCP|10.36.223.42:22|40.128.208.39:8080|DENY|TCP-BLOCK-321|6914|3007|DOMAIN\user35|NTLM|MEDIUM
2025-08-13 09:56:38|TMG|SRV-DC16|ICMP|192.168.139.212|241.57.125.74|ALLOW|ICMP-ACCESS-447|1722|2634|admin11|KERBEROS|HIGH
2025-07-26 02:33:34|TMG|SRV-WEB17|TCP|172.23.28.42:443|68.205.197.124:22|ALLOW|TCP-ACCESS-930|504|828|admin3|KERBEROS|MEDIUM
2025-07-20 16:22:46|TMG|SRV-WEB13|ICMP|10.15.63.155|216.211.185.50|ALLOW|ICMP-ACCESS-866|3849|2847|svc-db6|NTLM|CRITICAL
2025-07-22 15:37:37|TMG|SRV-DC20|ICMP|192.168.231.189|97.173.24.9|ALLOW|ICMP-ACCESS-411|9818|3079|admin15|NTLM|CRITICAL
2025-08-05 19:12:12|TMG|SRV-APP18|ICMP|10.43.148.241|45.177.34.8|DENY|ICMP-BLOCK-365|2784|246|svc-db15|NTLM|LOW
2025-07-26 22:05:10|TMG|SRV-DB3|UDP|10.165.80.188:500|79.144.39.216:500|ALLOW|ALLOW-5765|1295|2213|DOMAIN\user87|AUTH|MEDIUM
2025-08-10 11:33:04|TMG|SRV-DB1|ICMP|172.16.152.230|153.53.9.174|ALLOW|ALLOW-6039|7460|1479|DOMAIN\user64|NTLM|CRITICAL
2025-07-31 02:20:18|TMG|SRV-APP19|ICMP|192.168.228.47|202.0.76.253|ALLOW|ICMP-ACCESS-429|6509|932|guest4699|ANON|LOW
2025-08-13 03:20:52|TMG|SRV-WEB20|TCP|10.57.42.253:443|134.204.219.78:8443|DENY|TCP-BLOCK-890|1591|2131|guest6512|ANON|CRITICAL
2025-08-18 17:02:01|TMG|SRV-APP8|UDP|192.168.228.73:3478|172.22.254.197:161|ALLOW|ALLOW-5120|9086|2743|admin14|NTLM|MEDIUM
2025-08-09 08:07:39|TMG|SRV-WEB19|UDP|172.23.11.253:3478|107.164.177.107:500|ALLOW|UDP-ACCESS-341|3789|2681|guest6660|ANON|CRITICAL
2025-07-21 23:48:57|TMG|SRV-APP4|ICMP|192.168.6.30|231.48.209.168|DENY|ICMP-BLOCK-708|5683|1217|admin3|AUTH|MEDIUM
2025-08-17 04:59:10|TMG|SRV-APP2|TCP|172.24.107.182:22|139.201.149.148:8443|ALLOW|TCP-ACCESS-657|7253|303|DOMAIN\user82|NTLM|CRITICAL
2025-07-22 11:23:46|TMG|SRV-DB6|ICMP|172.20.16.99|226.83.125.40|ALLOW|ICMP-ACCESS-136|7499|4971|admin1|KERBEROS|CRITICAL
2025-08-06 01:04:52|TMG|SRV-DC3|ICMP|10.155.153.63|116.214.82.28|DENY|ICMP-BLOCK-112|1181|1573|DOMAIN\user71|KERBEROS|HIGH
2025-07-27 08:39:30|TMG|SRV-APP1|UDP|192.168.118.49:123|192.213.229.187:1194|ALLOW|UDP-ACCESS-593|5085|4595|guest4510|ANON|HIGH
2025-08-01 14:34:25|TMG|SRV-APP5|ICMP|192.168.161.21|192.168.117.53|DENY|ICMP-BLOCK-281|500|2996|svc-app13|NTLM|MEDIUM
2025-08-14 09:40:39|TMG|SRV-DB15|ICMP|10.93.19.90|116.20.194.36|ALLOW|ICMP-ACCESS-199|2463|2862|DOMAIN\user96|AUTH|HIGH
2025-07-23 07:06:29|TMG|SRV-DB18|UDP|192.168.161.70:500|10.89.12.229:53|DENY|UDP-BLOCK-120|1945|3251|guest1815|ANON|CRITICAL
2025-07-20 05:33:57|TMG|SRV-APP1|ICMP|10.147.87.30|172.27.14.248|ALLOW|ALLOW-1008|2267|1917|DOMAIN\user97|KERBEROS|HIGH
2025-08-15 11:17:12|TMG|SRV-DC1|UDP|192.168.114.205:123|172.27.181.61:500|ALLOW|ALLOW-9302|7358|4722|guest3042|ANON|HIGH
2025-08-16 09:20:50|TMG|SRV-WEB8|TCP|10.205.228.18:22|115.81.138.187:8443|ALLOW|TCP-ACCESS-179|9272|244|guest5393|ANON|MEDIUM
2025-08-04 21:59:54|TMG|SRV-DB16|TCP|192.168.125.151:443|172.27.129.243:8443|DENY|TCP-BLOCK-654|6621|117|admin8|NTLM|CRITICAL
2025-07-29 21:21:31|TMG|SRV-APP3|TCP|192.168.90.105:22|192.168.239.202:443|ALLOW|ALLOW-6957|7413|3831|svc-db12|AUTH|CRITICAL
2025-07-23 07:16:12|TMG|SRV-APP19|TCP|172.16.39.57:80|60.6.213.248:8443|ALLOW|ALLOW-5772|1568|1434|svc-app12|NTLM|LOW
2025-07-30 18:38:19|TMG|SRV-DC19|ICMP|172.22.200.22|192.168.137.55|ALLOW|ICMP-ACCESS-798|210|4616|DOMAIN\user44|NTLM|HIGH
2025-08-11 22:40:04|TMG|SRV-DC17|TCP|10.154.176.202:3389|108.195.42.224:8443|ALLOW|TCP-ACCESS-105|4595|1145|admin14|KERBEROS|MEDIUM
2025-08-16 03:04:32|TMG|SRV-DB11|TCP|192.168.89.230:443|171.82.31.88:3389|DENY|TCP-BLOCK-933|2991|3573|DOMAIN\user20|KERBEROS|MEDIUM
2025-08-03 15:20:03|TMG|SRV-APP2|ICMP|172.28.158.206|113.230.39.115|DENY|ICMP-BLOCK-261|1310|4255|DOMAIN\user86|KERBEROS|MEDIUM
2025-08-10 02:40:49|TMG|SRV-DC9|ICMP|10.131.11.231|99.232.101.253|DENY|ICMP-BLOCK-832|1134|3976|guest7010|ANON|CRITICAL
2025-08-01 02:24:05|TMG|SRV-WEB2|TCP|192.168.79.202:8080|172.17.203.158:443|ALLOW|ALLOW-2494|3792|634|guest6152|ANON|HIGH
2025-08-17 02:48:01|TMG|SRV-DC20|ICMP|192.168.208.52|150.206.63.124|ALLOW|ALLOW-6210|502|921|admin17|KERBEROS|CRITICAL
2025-07-26 13:04:03|TMG|SRV-WEB19|TCP|10.127.117.77:8080|192.168.86.192:443|ALLOW|ALLOW-8637|8683|4452|guest5597|ANON|LOW
2025-07-27 01:33:08|TMG|SRV-DC2|TCP|192.168.216.92:443|247.209.250.167:8443|DENY|TCP-BLOCK-206|1739|595|guest1133|ANON|CRITICAL
2025-08-01 07:00:22|TMG|SRV-DC3|TCP|172.19.221.109:80|116.49.101.229:3389|DENY|TCP-BLOCK-407|9895|1489|guest1260|ANON|LOW
2025-08-04 04:29:37|TMG|SRV-WEB5|ICMP|192.168.197.155|172.29.10.188|DENY|ICMP-BLOCK-585|5437|1506|admin3|AUTH|CRITICAL
2025-08-04 22:45:41|TMG|SRV-APP14|UDP|172.21.35.212:3478|146.81.17.33:500|DENY|UDP-BLOCK-929|2235|3696|admin12|NTLM|LOW
2025-08-03 18:26:56|TMG|SRV-DC2|UDP|192.168.189.99:500|33.219.34.109:123|DENY|UDP-BLOCK-468|2897|550|svc-web12|AUTH|MEDIUM
2025-08-06 16:55:58|TMG|SRV-WEB11|ICMP|10.212.250.43|160.58.103.152|DENY|ICMP-BLOCK-767|4984|3576|guest2691|ANON|CRITICAL
2025-08-07 11:32:20|TMG|SRV-DC6|ICMP|172.29.73.38|229.167.79.53|DENY|ICMP-BLOCK-407|9404|4410|guest8657|ANON|MEDIUM
2025-08-08 23:31:30|TMG|SRV-DB9|TCP|10.190.195.134:3389|180.182.204.153:3389|ALLOW|TCP-ACCESS-540|5256|4006|admin12|AUTH|HIGH
2025-08-08 17:29:11|TMG|SRV-DB6|ICMP|192.168.179.33|10.171.138.100|DENY|ICMP-BLOCK-173|5113|1302|guest5576|ANON|MEDIUM
2025-08-01 04:30:11|TMG|SRV-APP17|ICMP|192.168.109.117|73.10.101.241|ALLOW|ALLOW-9182|3082|4056|svc-web11|KERBEROS|CRITICAL
2025-07-22 04:33:56|TMG|SRV-DC7|UDP|192.168.74.112:53|192.168.180.253:53|ALLOW|UDP-ACCESS-157|7924|3396|admin4|AUTH|HIGH
2025-07-28 02:18:45|TMG|SRV-DC6|UDP|172.25.172.8:4500|135.152.3.139:4500|DENY|UDP-BLOCK-814|2478|3237|DOMAIN\user83|NTLM|MEDIUM
2025-08-15 09:36:02|TMG|SRV-DC11|TCP|10.108.52.226:443|192.168.16.169:80|DENY|TCP-BLOCK-579|983|4179|admin11|KERBEROS|CRITICAL
2025-07-20 01:53:23|TMG|SRV-DC5|ICMP|192.168.193.37|165.107.238.123|ALLOW|ICMP-ACCESS-793|9291|3154|svc-db9|KERBEROS|HIGH
2025-08-13 19:34:43|TMG|SRV-DC6|UDP|172.16.142.229:4500|140.179.65.151:1194|DENY|UDP-BLOCK-231|5628|591|guest7692|ANON|MEDIUM
2025-08-01 15:56:17|TMG|SRV-WEB6|UDP|172.20.81.252:500|130.121.129.78:161|DENY|UDP-BLOCK-714|9941|2666|admin8|AUTH|MEDIUM
2025-08-16 09:18:16|TMG|SRV-DC12|UDP|172.30.228.193:500|42.196.4.200:4500|ALLOW|ALLOW-2907|7389|628|guest3734|ANON|CRITICAL
2025-07-23 02:19:34|TMG|SRV-DC11|TCP|10.101.162.73:8443|10.47.194.57:80|ALLOW|ALLOW-2925|2519|2582|DOMAIN\user74|AUTH|MEDIUM
2025-07-26 19:45:22|TMG|SRV-WEB13|UDP|192.168.186.22:161|201.57.128.63:53|DENY|UDP-BLOCK-354|5725|912|DOMAIN\user6|NTLM|MEDIUM
2025-07-30 10:16:57|TMG|SRV-DB17|TCP|10.69.108.91:443|137.107.169.50:8443|ALLOW|ALLOW-1681|8217|4786|admin8|KERBEROS|LOW
2025-07-30 01:21:05|TMG|SRV-WEB1|ICMP|172.29.53.210|214.175.77.133|ALLOW|ICMP-ACCESS-400|6818|1535|admin12|KERBEROS|LOW
2025-07-30 09:31:41|TMG|SRV-DC18|ICMP|172.16.207.147|192.168.51.143|ALLOW|ALLOW-8787|7940|2644|guest7814|ANON|HIGH
2025-08-05 09:16:04|TMG|SRV-APP7|UDP|192.168.191.4:123|141.140.247.96:1194|DENY|UDP-BLOCK-777|2923|2397|svc-web15|NTLM|HIGH
2025-07-20 09:26:02|TMG|SRV-DB20|TCP|10.42.221.45:443|211.241.181.141:8443|DENY|TCP-BLOCK-145|7601|3004|guest7413|ANON|LOW
2025-08-04 14:44:23|TMG|SRV-WEB18|TCP|192.168.54.31:8080|213.86.15.122:80|DENY|TCP-BLOCK-232|8071|2022|admin9|KERBEROS|HIGH
2025-08-17 09:35:27|TMG|SRV-DB11|UDP|172.20.13.235:1194|37.218.237.170:500|DENY|UDP-BLOCK-549|8949|3771|admin15|AUTH|MEDIUM
2025-07-20 20:07:40|TMG|SRV-WEB5|UDP|192.168.253.117:123|141.133.89.195:500|ALLOW|ALLOW-8180|8798|247|admin6|NTLM|LOW
2025-08-01 21:18:51|TMG|SRV-APP4|ICMP|10.23.76.234|112.171.165.91|ALLOW|ALLOW-4929|9260|3884|DOMAIN\user59|NTLM|LOW
2025-07-28 10:38:20|TMG|SRV-DB6|UDP|172.19.162.254:1194|10.142.239.21:123|ALLOW|UDP-ACCESS-948|190|3989|DOMAIN\user20|NTLM|HIGH
2025-08-04 04:06:54|TMG|SRV-DC9|TCP|172.31.80.167:443|192.168.157.173:8443|DENY|TCP-BLOCK-755|76|3788|DOMAIN\user70|NTLM|MEDIUM
2025-07-27 19:44:57|TMG|SRV-DB13|ICMP|10.80.90.101|104.104.218.175|DENY|ICMP-BLOCK-206|4878|0|guest2663|ANON|LOW
2025-07-28 08:46:45|TMG|SRV-DB10|UDP|10.206.206.167:3478|201.191.142.37:3478|ALLOW|UDP-ACCESS-592|6975|3579|DOMAIN\user39|AUTH|MEDIUM
2025-08-17 13:16:31|TMG|SRV-DC11|TCP|192.168.50.161:443|10.116.48.75:3389|ALLOW|TCP-ACCESS-229|437|2791|guest9819|ANON|LOW
2025-08-06 12:35:39|TMG|SRV-DC19|UDP|10.157.125.16:500|86.14.168.42:53|DENY|UDP-BLOCK-564|3905|2166|guest5915|ANON|CRITICAL
2025-08-17 12:45:34|TMG|SRV-APP4|TCP|172.27.36.138:80|180.175.205.121:8080|ALLOW|ALLOW-8469|2698|1765|svc-app13|KERBEROS|MEDIUM
2025-07-31 00:42:43|TMG|SRV-DB6|TCP|10.241.20.11:22|172.16.183.187:8080|DENY|TCP-BLOCK-980|5204|3142|guest4741|ANON|LOW
2025-07-28 20:47:49|TMG|SRV-DC13|UDP|192.168.118.245:3478|118.223.166.58:53|DENY|UDP-BLOCK-893|7830|2279|svc-web5|KERBEROS|CRITICAL
2025-08-15 08:47:45|TMG|SRV-DC1|UDP|172.31.184.210:161|199.110.46.4:123|DENY|UDP-BLOCK-405|8903|3757|DOMAIN\user47|KERBEROS|LOW
2025-08-17 11:26:11|TMG|SRV-DC7|ICMP|10.93.249.162|10.128.58.123|ALLOW|ICMP-ACCESS-676|5277|3303|DOMAIN\user84|AUTH|LOW
2025-08-01 23:41:24|TMG|SRV-DC20|UDP|10.68.16.120:161|10.144.70.173:53|DENY|UDP-BLOCK-248|5449|2359|admin8|AUTH|LOW
2025-07-21 12:46:00|TMG|SRV-WEB12|ICMP|172.21.205.198|10.110.109.55|ALLOW|ICMP-ACCESS-554|8138|1507|guest1104|ANON|HIGH
2025-08-01 01:24:15|TMG|SRV-DC13|UDP|10.179.161.230:53|217.94.81.14:500|ALLOW|UDP-ACCESS-805|9024|2317|guest6922|ANON|HIGH
2025-08-07 21:23:36|TMG|SRV-APP17|TCP|10.44.13.10:443|205.53.90.6:8443|DENY|TCP-BLOCK-638|806|546|DOMAIN\user6|NTLM|HIGH
2025-08-07 10:24:44|TMG|SRV-WEB9|TCP|10.201.213.147:8080|162.174.81.178:3389|DENY|TCP-BLOCK-685|9260|4142|admin15|KERBEROS|HIGH
2025-08-07 03:17:37|TMG|SRV-DB13|ICMP|10.43.9.206|155.246.24.2|DENY|ICMP-BLOCK-324|2304|3785|svc-web14|NTLM|HIGH
2025-08-05 09:11:36|TMG|SRV-DB17|UDP|10.251.114.23:4500|172.19.52.136:3478|DENY|UDP-BLOCK-265|9323|1665|DOMAIN\user92|NTLM|LOW
2025-08-16 23:43:46|TMG|SRV-DB18|ICMP|172.30.16.219|109.65.41.15|DENY|ICMP-BLOCK-171|9394|3344|admin17|NTLM|HIGH
2025-08-17 08:10:09|TMG|SRV-WEB13|UDP|192.168.138.175:500|196.1.61.161:1194|ALLOW|ALLOW-2556|5905|1532|DOMAIN\user10|NTLM|HIGH
2025-08-03 22:22:40|TMG|SRV-APP11|TCP|10.150.55.35:8443|68.76.130.176:3389|DENY|TCP-BLOCK-234|9702|4331|svc-db12|KERBEROS|MEDIUM
2025-07-24 00:35:40|TMG|SRV-WEB8|UDP|192.168.145.134:3478|232.226.172.31:3478|DENY|UDP-BLOCK-725|8928|4292|svc-app1|KERBEROS|CRITICAL
2025-08-05 03:09:31|TMG|SRV-DB10|UDP|10.164.102.160:161|7.59.101.65:3478|DENY|UDP-BLOCK-787|9414|52|svc-db3|NTLM|CRITICAL
2025-07-21 12:26:26|TMG|SRV-APP8|ICMP|10.216.164.113|230.22.20.43|ALLOW|ICMP-ACCESS-209|8450|3413|guest5568|ANON|HIGH
2025-07-26 02:47:28|TMG|SRV-APP3|ICMP|172.28.245.24|168.191.26.241|DENY|ICMP-BLOCK-656|7852|4015|guest8876|ANON|LOW
2025-08-15 12:27:35|TMG|SRV-DB7|TCP|192.168.60.12:8443|242.218.40.201:443|ALLOW|TCP-ACCESS-604|4458|4478|admin15|NTLM|LOW
2025-08-13 03:39:04|TMG|SRV-APP12|TCP|10.255.221.191:80|62.81.24.47:80|ALLOW|ALLOW-5608|5076|4526|guest7170|ANON|MEDIUM
2025-07-26 17:42:29|TMG|SRV-APP10|ICMP|10.201.59.174|10.154.124.143|DENY|ICMP-BLOCK-825|8945|2352|DOMAIN\user69|AUTH|HIGH
2025-07-22 03:41:42|TMG|SRV-APP20|ICMP|10.95.233.26|60.162.233.210|DENY|ICMP-BLOCK-898|4636|1967|admin1|KERBEROS|LOW
2025-08-16 23:49:35|TMG|SRV-DB14|TCP|10.173.161.50:22|119.153.100.77:8080|ALLOW|ALLOW-5909|6304|4545|DOMAIN\user37|KERBEROS|CRITICAL
2025-07-23 15:42:40|TMG|SRV-APP13|ICMP|10.68.238.108|241.106.72.171|DENY|ICMP-BLOCK-174|7902|4497|admin12|AUTH|MEDIUM
2025-07-29 02:20:12|TMG|SRV-DB16|UDP|172.29.6.22:4500|64.38.220.211:161|ALLOW|UDP-ACCESS-491|1662|3352|admin3|AUTH|HIGH
2025-08-09 04:27:53|TMG|SRV-APP2|ICMP|172.17.38.227|19.29.214.32|ALLOW|ICMP-ACCESS-667|627|2587|admin19|KERBEROS|HIGH
2025-08-06 02:06:39|TMG|SRV-APP7|UDP|192.168.192.30:1194|103.97.62.89:1194|ALLOW|ALLOW-9447|4170|4310|admin4|NTLM|LOW
2025-08-03 04:28:14|TMG|SRV-DB12|UDP|172.20.136.173:123|214.24.67.83:53|DENY|UDP-BLOCK-309|6245|669|svc-db6|KERBEROS|MEDIUM
2025-08-09 07:28:42|TMG|SRV-DC9|TCP|192.168.47.226:8443|98.207.213.39:3389|ALLOW|ALLOW-7345|5940|2681|guest3111|ANON|HIGH
2025-07-31 02:12:43|TMG|SRV-DC12|UDP|172.23.12.38:123|53.38.114.168:1194|DENY|UDP-BLOCK-977|9900|951|admin2|KERBEROS|LOW
2025-07-30 01:37:52|TMG|SRV-DB15|ICMP|192.168.149.20|10.46.27.118|DENY|ICMP-BLOCK-270|7270|741|admin2|KERBEROS|MEDIUM
2025-08-16 00:37:47|TMG|SRV-DC20|UDP|10.160.34.219:4500|94.152.214.112:161|DENY|UDP-BLOCK-747|9270|4608|svc-db5|KERBEROS|LOW
2025-08-16 17:00:29|TMG|SRV-DB3|ICMP|172.22.38.185|82.106.164.2|DENY|ICMP-BLOCK-122|7431|2574|DOMAIN\user59|NTLM|MEDIUM
2025-07-24 11:20:38|TMG|SRV-WEB15|ICMP|192.168.13.109|210.148.123.22|DENY|ICMP-BLOCK-636|5756|2737|svc-app14|AUTH|LOW
2025-07-24 14:44:04|TMG|SRV-WEB18|UDP|172.21.113.157:3478|241.200.123.83:53|ALLOW|UDP-ACCESS-379|6499|4742|admin3|KERBEROS|HIGH
2025-08-04 22:35:36|TMG|SRV-WEB5|UDP|172.28.180.15:3478|179.193.224.72:53|ALLOW|UDP-ACCESS-860|189|1627|guest4575|ANON|HIGH
2025-07-24 15:23:29|TMG|SRV-APP4|TCP|192.168.129.242:22|38.200.58.88:443|DENY|TCP-BLOCK-684|4888|313|svc-db13|KERBEROS|LOW
2025-08-10 17:34:16|TMG|SRV-DC13|UDP|172.18.26.194:53|179.21.216.187:1194|DENY|UDP-BLOCK-307|1495|2189|svc-app13|AUTH|MEDIUM
2025-08-16 11:33:52|TMG|SRV-DB7|TCP|172.19.158.194:22|172.30.86.248:8080|DENY|TCP-BLOCK-723|8365|3838|DOMAIN\user59|NTLM|MEDIUM
2025-07-28 16:06:35|TMG|SRV-DC6|ICMP|172.27.28.49|192.168.103.81|DENY|ICMP-BLOCK-897|524|443|DOMAIN\user76|NTLM|MEDIUM
